2023-02-11T03:36:55.850727-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-11T04:24:36.422437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.427435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.427435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:36.520441-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:36.521439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:36.521439-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.523436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.523436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:36.611435-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:36.612439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:36.612439-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.615439-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.615439-0300 | INFO | App started | main.py:31
2023-02-11T04:24:36.723439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:36.724438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:36.724438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.727436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.727436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:36.831439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:36.832438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:36.832438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.835437-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.835437-0300 | INFO | App started | main.py:31
2023-02-11T04:24:36.935436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:36.936440-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:36.936440-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:36.939437-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:36.939437-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.032437-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.033438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.033438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.037436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.037436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.174435-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.174435-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.174435-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.177439-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.178438-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.286438-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.287437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.287437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.289436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.289436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.372436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.373435-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.373435-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.376435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.376435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.464436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.465437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.465437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.468436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.468436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.554438-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.554438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.554438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.556435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.557435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.640437-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.641437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.641437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.644435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.644435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.746437-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.746437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.746437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.749437-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.750439-0300 | INFO | App started | main.py:31
2023-02-11T04:24:37.905435-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:37.906440-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:37.906440-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:37.909440-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:37.909440-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.035439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.036439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.036439-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.040436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.041442-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.175443-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.175443-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.176438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.178437-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.179437-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.286439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.286439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.287438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.289437-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.290436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.384436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.385436-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.385436-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.388434-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.388434-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.474439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.474439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.475438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.477436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.477436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.572435-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.573437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.573437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.576436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.576436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.782440-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.783438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.783438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.787436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.787436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.883436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.884439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.884439-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.887436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.888437-0300 | INFO | App started | main.py:31
2023-02-11T04:24:38.977438-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:38.978438-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:38.978438-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:38.981435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:38.981435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:39.124439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:39.124439-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:39.124439-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:39.127436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:39.128436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:39.229437-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:39.229437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:39.229437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:39.231436-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:39.231436-0300 | INFO | App started | main.py:31
2023-02-11T04:24:39.316436-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:39.317437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:39.317437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:39.320435-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:39.320435-0300 | INFO | App started | main.py:31
2023-02-11T04:24:39.407439-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:24:39.408437-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:24:39.408437-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:24:39.411439-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:24:39.411439-0300 | INFO | App started | main.py:31
2023-02-11T04:26:40.167198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:40.168196-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:40.168196-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:40.169196-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:40.169196-0300 | INFO | App started | main.py:31
2023-02-11T04:26:40.371197-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:40.372197-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:40.372197-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:40.374198-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:40.374198-0300 | INFO | App started | main.py:31
2023-02-11T04:26:40.563198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:40.564203-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:40.564203-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:40.567197-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:40.567197-0300 | INFO | App started | main.py:31
2023-02-11T04:26:40.663198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:40.663198-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:40.663198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:40.665198-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:40.665198-0300 | INFO | App started | main.py:31
2023-02-11T04:26:40.797201-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:40.797201-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:40.797201-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:40.800196-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:40.800196-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.012198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.013199-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.013199-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.016199-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.016199-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.144199-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.144199-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.144199-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.147200-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.147200-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.269196-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.269196-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.269196-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.273202-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.273202-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.460197-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.460197-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.460197-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.463198-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.463198-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.558198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.558198-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.558198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.560197-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.561198-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.670199-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.670199-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.670199-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.672196-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.672196-0300 | INFO | App started | main.py:31
2023-02-11T04:26:41.792200-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:41.793208-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:41.793208-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:41.797200-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:41.797200-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.025200-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.025200-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.025200-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.029202-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.029202-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.158203-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.158203-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.159198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.162201-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.162201-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.261197-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.261197-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.262196-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.265200-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.265200-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.431198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.432201-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.432201-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.434202-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.434202-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.568196-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.569198-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.569198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.572199-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.572199-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.799198-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.799198-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.799198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.802199-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.802199-0300 | INFO | App started | main.py:31
2023-02-11T04:26:42.950199-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:42.990200-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:42.990200-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:42.993198-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:42.993198-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.157200-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.157200-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.158199-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.161200-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.161200-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.296200-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.296200-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.297200-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.299197-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.299197-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.413196-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.413196-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.413196-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.415196-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.416197-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.516199-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.517198-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.517198-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.519197-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.520200-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.732201-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.732201-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.732201-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.734201-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.734201-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.859201-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.859201-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.860202-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.861198-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.862201-0300 | INFO | App started | main.py:31
2023-02-11T04:26:43.967207-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T04:26:43.968203-0300 | DEBUG | Database URI: <SQLAlchemy postgresql+pg8000://postgres:***@localhost/alpha_store_mock>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:48
2023-02-11T04:26:43.968203-0300 | INFO | Auth models configured | models.py:55
2023-02-11T04:26:43.971199-0300 | INFO | Auth configured | views.py:11
2023-02-11T04:26:43.972204-0300 | INFO | App started | main.py:31
