2023-02-11T17:47:59.179290-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:07.643690-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:07.646715-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:07.649690-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:07.649690-0300 | INFO | App started | main.py:32
2023-02-11T17:50:08.386691-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:08.387695-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:08.387695-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:08.390691-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:08.392691-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:08.392691-0300 | INFO | App started | main.py:32
2023-02-11T17:50:08.836691-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:08.836691-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:08.837691-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:08.840719-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:08.841719-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:08.842719-0300 | INFO | App started | main.py:32
2023-02-11T17:50:09.253746-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:09.253746-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:09.254747-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:09.257749-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:09.260751-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:09.260751-0300 | INFO | App started | main.py:32
2023-02-11T17:50:09.502802-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:09.502802-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:09.502802-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:09.506801-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:09.508801-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:09.508801-0300 | INFO | App started | main.py:32
2023-02-11T17:50:09.637806-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:09.637806-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:09.638808-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:09.642803-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:09.644804-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:09.644804-0300 | INFO | App started | main.py:32
2023-02-11T17:50:10.069802-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:10.069802-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:10.069802-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:10.072801-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:10.074803-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:10.074803-0300 | INFO | App started | main.py:32
2023-02-11T17:50:10.543807-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:10.543807-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:10.543807-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:10.547802-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:10.550802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:10.551803-0300 | INFO | App started | main.py:32
2023-02-11T17:50:10.798809-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:10.799813-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:10.799813-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:10.803804-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:10.805802-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:10.806809-0300 | INFO | App started | main.py:32
2023-02-11T17:50:10.954801-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:10.954801-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:10.954801-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:10.957801-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:10.959801-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:10.959801-0300 | INFO | App started | main.py:32
2023-02-11T17:50:11.088814-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:11.088814-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:11.088814-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:11.092815-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:11.095817-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:11.095817-0300 | INFO | App started | main.py:32
2023-02-11T17:50:11.221813-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:11.221813-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:11.221813-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:11.224811-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:11.226812-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:11.226812-0300 | INFO | App started | main.py:32
2023-02-11T17:50:11.365817-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:11.366818-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:11.366818-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:11.375816-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:11.377817-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:11.378813-0300 | INFO | App started | main.py:32
2023-02-11T17:50:11.524815-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:11.524815-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:11.524815-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:11.527812-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:11.529812-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:11.529812-0300 | INFO | App started | main.py:32
2023-02-11T17:50:11.665817-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:11.666818-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:11.666818-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:11.670813-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:11.672814-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:11.672814-0300 | INFO | App started | main.py:32
2023-02-11T17:50:12.197985-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:12.197985-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:12.197985-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:12.202954-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:12.205956-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:12.205956-0300 | INFO | App started | main.py:32
2023-02-11T17:50:12.634956-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:12.634956-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:12.634956-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:12.637955-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:12.639983-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:12.639983-0300 | INFO | App started | main.py:32
2023-02-11T17:50:12.770987-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:12.770987-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:12.771990-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:12.774983-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:12.817954-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:12.817954-0300 | INFO | App started | main.py:32
2023-02-11T17:50:13.038110-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:13.038110-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:13.038110-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:13.041108-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:13.043107-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:13.043107-0300 | INFO | App started | main.py:32
2023-02-11T17:50:13.455112-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:13.455112-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:13.455112-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:13.458108-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:13.460138-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:13.460138-0300 | INFO | App started | main.py:32
2023-02-11T17:50:13.606113-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:13.607109-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:13.607109-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:13.611107-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:13.613108-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:13.613108-0300 | INFO | App started | main.py:32
2023-02-11T17:50:13.743112-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:13.743112-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:13.743112-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:13.746107-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:13.748107-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:13.748107-0300 | INFO | App started | main.py:32
2023-02-11T17:50:13.999995-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:13.999995-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:14.000998-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:14.005993-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:14.007992-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:14.007992-0300 | INFO | App started | main.py:32
2023-02-11T17:50:14.140995-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:14.140995-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:14.142023-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:14.144994-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:14.147996-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:14.147996-0300 | INFO | App started | main.py:32
2023-02-11T17:50:14.271021-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:14.271021-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:14.271021-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:14.274019-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:14.276018-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:14.276018-0300 | INFO | App started | main.py:32
2023-02-11T17:50:14.546019-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:14.547019-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:14.547019-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:14.550018-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:14.552020-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:14.552020-0300 | INFO | App started | main.py:32
2023-02-11T17:50:14.846043-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:14.846043-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:14.846043-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:14.849070-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:14.852044-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:14.852044-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.088042-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.088042-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.088042-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.092044-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.094040-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.094040-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.233046-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.234073-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.234073-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.240045-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.244042-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.245044-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.377043-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.378043-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.378043-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.381039-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.382042-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.383073-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.509095-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.509095-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.509095-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.513092-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.516093-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.516093-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.651091-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.651091-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.651091-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.657093-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.659094-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.659094-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.798095-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.798095-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.798095-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.802095-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.807094-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.807094-0300 | INFO | App started | main.py:32
2023-02-11T17:50:15.928091-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:15.928091-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:15.929091-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:15.932089-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:15.933089-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:15.933089-0300 | INFO | App started | main.py:32
2023-02-11T17:50:16.197136-0300 | DEBUG | User validname created successfully | views.py:42
2023-02-11T17:50:16.217136-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:16.218138-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:16.218138-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:16.222139-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:16.224136-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:16.224136-0300 | INFO | App started | main.py:32
2023-02-11T17:50:16.636138-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:16.636138-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:16.637138-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:16.640137-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:16.643137-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:16.644136-0300 | INFO | App started | main.py:32
2023-02-11T17:50:17.083138-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:17.083138-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:17.083138-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:17.086136-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:17.089138-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:17.089138-0300 | INFO | App started | main.py:32
2023-02-11T17:50:17.531140-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:17.531140-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:17.531140-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:17.535140-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:17.537139-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:17.537139-0300 | INFO | App started | main.py:32
2023-02-11T17:50:17.777138-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:17.777138-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:17.777138-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:17.780166-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:17.782166-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:17.782166-0300 | INFO | App started | main.py:32
2023-02-11T17:50:47.300739-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:47.300739-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:47.300739-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:47.304737-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:47.306737-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:47.306737-0300 | INFO | App started | main.py:32
2023-02-11T17:50:47.442740-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:47.442740-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:47.442740-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:47.446739-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:47.449768-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:47.449768-0300 | INFO | App started | main.py:32
2023-02-11T17:50:47.581743-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:47.581743-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:47.582741-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:47.588743-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:47.592268-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:47.592268-0300 | INFO | App started | main.py:32
2023-02-11T17:50:47.716267-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:47.717268-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:47.717268-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:47.722267-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:47.724265-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:47.724265-0300 | INFO | App started | main.py:32
2023-02-11T17:50:47.975306-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:47.976306-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:47.976306-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:47.979303-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:47.982302-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:47.982302-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.121303-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.122305-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.122305-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.128305-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.130303-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.130303-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.255302-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.256307-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.256307-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.260305-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.263305-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.264305-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.542186-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.542186-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.542186-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.546187-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.548184-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.548184-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.685217-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.685217-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.685217-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.690184-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.692183-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.692183-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.816186-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.816186-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.816186-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.822186-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.824185-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.824185-0300 | INFO | App started | main.py:32
2023-02-11T17:50:48.960185-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:48.960185-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:48.960185-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:48.965216-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:48.967187-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:48.967187-0300 | INFO | App started | main.py:32
2023-02-11T17:50:49.097186-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.098191-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:49.098191-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:49.102186-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:49.105183-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:49.105183-0300 | INFO | App started | main.py:32
2023-02-11T17:50:49.251187-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:49.251187-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:49.251187-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:49.255187-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:49.259184-0300 | INFO | Catalog configured | views.py:12
