2023-02-10T03:24:28.096291-0300 | INFO | Connected in alpha_store with app testing status: False | models.py:45
2023-02-10T20:12:00.913445-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:00.915451-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:00.915451-0300 | INFO | App started | main.py:28
2023-02-10T20:12:01.739873-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:01.740862-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:01.740862-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:01.741891-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:01.741891-0300 | INFO | App started | main.py:28
2023-02-10T20:12:02.550403-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:02.550403-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:02.550403-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:02.551403-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:02.551403-0300 | INFO | App started | main.py:28
2023-02-10T20:12:03.333915-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:03.333915-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:03.333915-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:03.334949-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:03.334949-0300 | INFO | App started | main.py:28
2023-02-10T20:12:04.192947-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:04.192947-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:04.192947-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:04.193948-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:04.193948-0300 | INFO | App started | main.py:28
2023-02-10T20:12:04.339922-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:04.339922-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:04.339922-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:04.340916-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:04.341916-0300 | INFO | App started | main.py:28
2023-02-10T20:12:04.474917-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:04.474917-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:04.474917-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:04.476916-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:04.476916-0300 | INFO | App started | main.py:28
2023-02-10T20:12:05.296252-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:05.297248-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:05.297248-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:05.298246-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:05.298246-0300 | INFO | App started | main.py:28
2023-02-10T20:12:06.200628-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:06.200628-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:06.201627-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:06.201627-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:06.202626-0300 | INFO | App started | main.py:28
2023-02-10T20:12:20.326855-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:20.326855-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:20.326855-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:20.327855-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:20.328854-0300 | INFO | App started | main.py:28
2023-02-10T20:12:20.485858-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:20.485858-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:20.485858-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:20.487855-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:20.487855-0300 | INFO | App started | main.py:28
2023-02-10T20:12:20.677853-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:20.678854-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:20.678854-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:20.680853-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:20.680853-0300 | INFO | App started | main.py:28
2023-02-10T20:12:20.893863-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:20.893863-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:20.893863-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:20.895858-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:20.896857-0300 | INFO | App started | main.py:28
2023-02-10T20:12:21.097855-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:21.097855-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:21.097855-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:21.099854-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:21.099854-0300 | INFO | App started | main.py:28
2023-02-10T20:12:21.286853-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:21.287854-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:21.287854-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:21.289852-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:21.289852-0300 | INFO | App started | main.py:28
2023-02-10T20:12:21.442855-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:21.442855-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:21.442855-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:21.443852-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:21.443852-0300 | INFO | App started | main.py:28
2023-02-10T20:12:21.714853-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:21.715851-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:21.715851-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:21.717851-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:21.717851-0300 | INFO | App started | main.py:28
2023-02-10T20:12:22.010855-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:22.011853-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:22.011853-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:22.012855-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:22.013856-0300 | INFO | App started | main.py:28
2023-02-10T20:12:22.174857-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:22.175855-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:22.175855-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:22.177855-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:22.177855-0300 | INFO | App started | main.py:28
2023-02-10T20:12:22.343851-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:22.343851-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:22.344852-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:22.346850-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:22.346850-0300 | INFO | App started | main.py:28
2023-02-10T20:12:22.490852-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:22.491852-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:22.491852-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:22.492852-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:22.492852-0300 | INFO | App started | main.py:28
2023-02-10T20:12:22.679857-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:22.680854-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:22.680854-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:22.682853-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:22.682853-0300 | INFO | App started | main.py:28
2023-02-10T20:12:33.987592-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:33.987592-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:33.987592-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:33.988592-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:33.988592-0300 | INFO | App started | main.py:28
2023-02-10T20:12:34.236595-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:34.236595-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:34.236595-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:34.237599-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:34.238600-0300 | INFO | App started | main.py:28
2023-02-10T20:12:34.396598-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:34.396598-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:34.396598-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:34.397595-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:34.398595-0300 | INFO | App started | main.py:28
2023-02-10T20:12:34.647594-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:34.647594-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:34.648595-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:34.650594-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:34.650594-0300 | INFO | App started | main.py:28
2023-02-10T20:12:34.898603-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:34.898603-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:34.898603-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:34.900594-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:34.900594-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.048596-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.048596-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.048596-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.049594-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.050593-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.173595-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.174594-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.174594-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.175594-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.175594-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.434311-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.435310-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.435310-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.437310-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.437310-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.576307-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.576307-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.576307-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.577341-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.577341-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.710309-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.710309-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.710309-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.711310-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.711310-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.840309-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.840309-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.840309-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.841310-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.841310-0300 | INFO | App started | main.py:28
2023-02-10T20:12:35.974361-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:35.975360-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:35.975360-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:35.976360-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:35.976360-0300 | INFO | App started | main.py:28
2023-02-10T20:12:36.124397-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:12:36.124397-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:12:36.124397-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:12:36.126398-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:12:36.127402-0300 | INFO | App started | main.py:28
2023-02-10T20:13:02.019741-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:13:02.019741-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:13:02.019741-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:13:02.020742-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:13:02.020742-0300 | INFO | App started | main.py:28
2023-02-10T20:13:02.177738-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:13:02.177738-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:13:02.177738-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:13:02.178740-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:13:02.179742-0300 | INFO | App started | main.py:28
2023-02-10T20:13:02.343743-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:13:02.343743-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:13:02.343743-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:13:02.344745-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:13:02.344745-0300 | INFO | App started | main.py:28
2023-02-10T20:14:29.591274-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:29.591274-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:29.591274-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:29.593273-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:29.594274-0300 | INFO | App started | main.py:28
2023-02-10T20:14:31.215275-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:31.215275-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:31.215275-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:31.217280-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:31.217280-0300 | INFO | App started | main.py:28
2023-02-10T20:14:31.518273-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:31.518273-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:31.518273-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:31.519271-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:31.519271-0300 | INFO | App started | main.py:28
2023-02-10T20:14:31.835272-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:31.835272-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:31.835272-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:31.837270-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:31.837270-0300 | INFO | App started | main.py:28
2023-02-10T20:14:32.079275-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:32.080278-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:32.080278-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:32.082274-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:32.082274-0300 | INFO | App started | main.py:28
2023-02-10T20:14:32.340277-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:32.340277-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:32.340277-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:32.341275-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:32.341275-0300 | INFO | App started | main.py:28
2023-02-10T20:14:32.522274-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:32.522274-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:32.522274-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:32.524272-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:32.524272-0300 | INFO | App started | main.py:28
2023-02-10T20:14:32.678272-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:32.678272-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:32.678272-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:32.680272-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:32.680272-0300 | INFO | App started | main.py:28
2023-02-10T20:14:33.265275-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:33.266272-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:33.266272-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:33.267273-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:33.268272-0300 | INFO | App started | main.py:28
2023-02-10T20:14:33.537274-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:33.537274-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:33.538275-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:33.540272-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:33.540272-0300 | INFO | App started | main.py:28
2023-02-10T20:14:37.104417-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:37.105445-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:37.105445-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:37.106414-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:37.106414-0300 | INFO | App started | main.py:28
2023-02-10T20:14:37.351135-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:37.352132-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:37.352132-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:37.353133-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:37.353133-0300 | INFO | App started | main.py:28
2023-02-10T20:14:37.478142-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:37.479144-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:37.479144-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:37.482137-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:37.482137-0300 | INFO | App started | main.py:28
2023-02-10T20:14:48.168989-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:48.168989-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:48.168989-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:48.170021-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:48.170021-0300 | INFO | App started | main.py:28
2023-02-10T20:14:48.551992-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:48.551992-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:48.552992-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:48.552992-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:48.553993-0300 | INFO | App started | main.py:28
2023-02-10T20:14:49.007990-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:49.007990-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:49.007990-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:49.008991-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:49.008991-0300 | INFO | App started | main.py:28
2023-02-10T20:14:49.296991-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:49.296991-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:49.296991-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:49.297989-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:49.297989-0300 | INFO | App started | main.py:28
2023-02-10T20:14:49.604990-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:49.604990-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:49.604990-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:49.607993-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:49.608994-0300 | INFO | App started | main.py:28
2023-02-10T20:14:50.067995-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:50.067995-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:50.067995-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:50.068993-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:50.068993-0300 | INFO | App started | main.py:28
2023-02-10T20:14:50.227992-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:50.228993-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:50.228993-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:50.230990-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:50.230990-0300 | INFO | App started | main.py:28
2023-02-10T20:14:50.481993-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:50.481993-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:50.482990-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:50.482990-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:50.483989-0300 | INFO | App started | main.py:28
2023-02-10T20:14:50.887993-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
2023-02-10T20:14:50.887993-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:47
2023-02-10T20:14:50.887993-0300 | INFO | Auth models configured | models.py:54
2023-02-10T20:14:50.889023-0300 | INFO | Auth configured | views.py:10
2023-02-10T20:14:50.889023-0300 | INFO | App started | main.py:28
2023-02-10T20:14:51.056992-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:46
